,alfabank,date,gazprom,raiffeisen,rshb,sberbank,text,twitid,uralsib,vtb
1909,NULL,1406813539,NULL,0,NULL,NULL,Кредит в райффайзен банк http://t.co/bv3jjPuu3B,494837968189010000,NULL,NULL
1910,NULL,1406813707,NULL,NULL,NULL,0,образец обращения в сбербанк о мошенничестве http://t.co/EffXIjyFm8 #сбербанк #мошенничестве,494838673007840000,NULL,NULL
1911,NULL,1406813910,NULL,NULL,NULL,0,Заявление анкета кредита сбербанк россии http://t.co/Jjgd4Wgfhx,494839524330320000,NULL,NULL
1912,NULL,1406814244,NULL,NULL,0,NULL,"Россельхозбанк заявил, что санкции ЕС и США не повлияют на его работу",494840923982160000,NULL,NULL
1913,NULL,1406814376,NULL,NULL,0,NULL,Кредит россельхозбанк в кирове http://t.co/kse3tbkige,494841475965120000,NULL,NULL
1914,NULL,1406814634,NULL,NULL,NULL,NULL,"ДЕЛО -  Банк Москвы может присоединиться к украинской ""дочке"" ВТБ",494842560154600000,NULL,0
1915,NULL,1406814750,NULL,NULL,NULL,0,"RT @max_katz: На точке нельзя передать деньги наличными, можно вместе со сборщиком сходить в Сбербанк рядом. Многие это делают, что немного…",494843047365310000,NULL,NULL
1916,0,1406814808,NULL,NULL,NULL,NULL,http://t.co/IcWu1dz7Ef Получить кредит через интернет в альфа банке,494843289930310000,NULL,NULL
1917,NULL,1406815477,NULL,NULL,NULL,NULL,Санкции ударили по футболистам. Банк Москвы перестал быть генеральным спонсором клуба Амкар.,494846096729200000,NULL,NULL
1918,NULL,1406815704,NULL,NULL,NULL,NULL,Кредитные карты втб 24 краснодар http://t.co/XI3YlgZZSW,494847048932680000,NULL,0
1919,NULL,1406816013,NULL,NULL,NULL,1,Внешпромбанк и Сбербанк проведут выплаты вкладчикам Ауэрбанка и Юникорбанка,494848344519630000,NULL,NULL
1920,NULL,1406816261,NULL,NULL,NULL,0,http://t.co/Je5zrrRpgT Сбербанк оформить кредит наличными,494849384275010000,NULL,NULL
1921,NULL,1406816698,NULL,NULL,NULL,0,http://t.co/ZS3lpbEM9G автокредит сбербанк процентная ставка 2014,494851214262010000,NULL,NULL
1922,NULL,1406816743,NULL,NULL,NULL,NULL,http://t.co/dy3GE2LirA отзыв банк москвы кредит,494851405338120000,NULL,NULL
1923,NULL,1406817388,NULL,NULL,NULL,NULL,Банк втб 24 ульяновск кредит http://t.co/2w55M7tbkH,494854108252470000,NULL,0
1924,NULL,1406817716,NULL,NULL,NULL,NULL,Новости банков: Банк Москвы подвел итоги первых недель использования городского проката велосипедов «Велобайк»  #банки #кредиты,494855485107880000,NULL,NULL
1925,NULL,1406817728,NULL,NULL,NULL,NULL,http://t.co/gcuMaFaPmj банк москвы проценты по кредиту,494855536915940000,NULL,NULL
1926,0,1406817891,NULL,NULL,NULL,NULL,http://t.co/zQWLndcaRH Альфа банк оформить заявку на кредит без залога,494856219996490000,NULL,NULL
1927,NULL,1406817924,NULL,NULL,0,NULL,http://t.co/Brdwa1l6cU Россельхозбанквзять кредит в москве без регистрации,494856359398350000,NULL,NULL
1928,NULL,1406818110,NULL,1,NULL,NULL,Райффайзен банк аваль возобновляет кредитование физических лиц http://t.co/vVBippfa7T,494857140323230000,NULL,NULL
1929,0,1406818321,NULL,NULL,NULL,NULL,http://t.co/kRoWBqTjed Получить кредит в альфа банке сентябрь 2012,494858022230160000,NULL,NULL
1930,NULL,1406818514,NULL,NULL,NULL,-1,"RT @ru_rbc: Сбербанк легко переживет секторальные санкции ЕС
http://t.co/U06qCj09U8",494858834490300000,NULL,NULL
1931,NULL,1406818591,NULL,0,NULL,NULL,Райфайзен банк адрес кредиты http://t.co/X4EpQUd6uB,494859155279460000,NULL,NULL
1932,0,1406818602,NULL,NULL,NULL,NULL,Кредит в альфа банке на год http://t.co/x2YboGpSNW,494859201295190000,NULL,NULL
1933,NULL,1406818635,NULL,NULL,NULL,NULL,"Банк Москвы может присоединить украинскую ""дочку"" к украинскому&amp;#8230;",494859338788260000,NULL,NULL
1934,NULL,1406818666,NULL,NULL,NULL,0,[РБК]: Сбербанк легко переживет секторальные санкции ЕС http://t.co/DGJUzCh0MW],494859471156290000,NULL,NULL
1935,NULL,1406818898,NULL,NULL,NULL,--,RT @Koshkir: #дороги51 Ленина поворот к сбер банку #ДТП мазда и пригородный автобус затруднено движение 18:50 http://t.co/L9NWk4fo8B,494860444331700000,NULL,NULL
1936,NULL,1406818975,NULL,NULL,-1,-1,"Под новые санкции ЕС попадают Сбербанк, ВТБ, Газромбанк, Внешэкономбанк, Россельхозбанк - Официальный журнал ЕС.",494860766873680000,NULL,-1
1937,NULL,1406819053,NULL,NULL,NULL,NULL,Колькулятор кредит в банк уралсиб краснодар http://t.co/ApvZkvZCol,494861094771780000,0,NULL
1938,NULL,1406819108,NULL,NULL,NULL,-1,"ЕС ограничил доступ к рынкам капитала для банков РФ, включая Сбербанк http://t.co/QKLkd7PmKm #РИА",494861324657000000,NULL,NULL
1939,NULL,1406819194,NULL,NULL,-1,-1,"RT @akselenc: Под новые санкции ЕС попадают Сбербанк, ВТБ, Газромбанк, Внешэкономбанк, Россельхозбанк - Официальный журнал ЕС",494861686034430000,NULL,-1
1940,NULL,1406819313,-1,NULL,-1,-1,"RT @VasilyKonov: Н-да: ЕС ОГРАНИЧИЛ ДОСТУП К РЫНКАМ КАПИТАЛА ДЛЯ СБЕРБАНКА, ВТБ, ГАЗПРОМБАНКА, ВНЕШЭКОНОМБАНКА, РОССЕЛЬХОЗБАНКА - ОФИЦИАЛЬНО",494862185911180000,NULL,-1
1941,NULL,1406819356,NULL,NULL,NULL,NULL,Банк Москвы не исключает слияния своей украинской - http://t.co/ZAxZmtjtxH,494862364483650000,NULL,NULL
1942,NULL,1406819389,NULL,NULL,-1,-1,"RT @lifenews_ru: ЕС ввел санкции против Сбербанка, ВТБ, Газромбанка, Внешэкономбанка и Россельхозбанка
http://t.co/mBhF0uzoxE",494862505022600000,NULL,-1
1943,NULL,1406819400,NULL,NULL,NULL,NULL,Кредит на свадьбу в втб 24 http://t.co/0OGbZNtvOm,494862547137220000,NULL,0
1944,NULL,1406819455,-1,NULL,-1,-1,"RT @rrubanov: Теперь под санкциями ЕС — Сбербанк, ВТБ, Газпромбанк, Россельхозбанк, Внешэкономбанк http://t.co/4hTVJp6URh",494862778705120000,NULL,-1
1945,NULL,1406819551,NULL,NULL,-1,NULL,"Россельхозбанк может обратиться за помощью из-за санкций Сегодня, 30 июля 2014 года, член наблюдательного совета ОАО",494863183211790000,NULL,NULL
1946,NULL,1406819587,NULL,NULL,-1,-1,"RT @kommersant: Под новые санкции Евросоюза попали Сбербанк, ВТБ, Газромбанк, Внешэкономбанк, Россельхозбанк http://t.co/LMjdGBKPpB",494863333351120000,NULL,-1
1947,NULL,1406819653,NULL,NULL,-1,NULL,Россельхозбанк не выда т кредиты на закупку иностарнной http://t.co/ujCotg0iNo,494863608476860000,NULL,NULL
1948,NULL,1406819664,NULL,NULL,NULL,0,Оплатить хоум кредит через сбербанк http://t.co/ZDMBjEPggd,494863657919320000,NULL,NULL
1949,NULL,1406819926,-1,NULL,-1,-1,"RT @RT_russian: ЕС ограничил доступ к рынкам капитала для Сбербанка, ВТБ, Газпромбанка, Внешэкономбанка, Россельхозбанка http://t.co/EiAyvB…",494864755958780000,NULL,-1
1950,NULL,1406820014,NULL,NULL,NULL,NULL,втб 24 челябинск бланк анкета на потребительский кредит в залог недвижи http://t.co/oFodNdCxcz #втб #недвижи,494865126537720000,NULL,0
1951,0,1406820015,NULL,NULL,NULL,NULL,http://t.co/E7yOpckomN Кредит Оформить В Альфа Банке - Video Dailymotion,494865128282930000,NULL,NULL
1952,NULL,1406820058,-1,NULL,-1,-1,"ЕС ограничил доступ к рынкам капитала Сбербанку, ВТБ, Газпромбанку, ВЭБу, Россельхозбанку",494865311091690000,NULL,-1
1953,NULL,1406820101,NULL,NULL,-1,-1,"RT @Varfolomeev: Под новые санкции ЕС попадают Сбербанк, ВТБ, Газромбанк, Внешэкономбанк, Россельхозбанк - Официальный журнал ЕС (ТАСС).",494865489420890000,NULL,-1
1954,NULL,1406820125,NULL,NULL,NULL,0,RT @toprbcru: Сбербанк легко переживет секторальные санкции ЕС http://t.co/9ELBQskmEO,494865589115300000,NULL,NULL
1955,NULL,1406820146,NULL,NULL,NULL,NULL,Кредит удобный в уралсиб банке http://t.co/Y8fu6zF6x8,494865678776930000,0,NULL
1956,NULL,1406820157,NULL,NULL,NULL,0,Кредит наличными в санкт петербурге залог недвижимость сбербанк http://t.co/f7JayICG7i,494865724327080000,NULL,NULL
1957,NULL,1406820179,-1,NULL,-1,-1,"RT @rrubanov: Теперь под санкциями ЕС — Сбербанк, ВТБ, Газпромбанк, Россельхозбанк, Внешэкономбанк http://t.co/4hTVJp6URh http://t.co/MxZdo…",494865816228460000,NULL,-1
1958,NULL,1406820244,NULL,NULL,NULL,0,http://t.co/XoxYodVc3B Сбербанк официальный сайт оформить кредит онлайн,494866089139250000,NULL,NULL
1959,NULL,1406820254,-1,NULL,-1,-1,"Под новые санкции ЕС попали ВТБ, Газпромбанк, Сбербанк, ВЭБ и Россельхозбанк",494866130486300000,NULL,-1
1960,NULL,1406820287,-1,NULL,-1,-1,"RT @reuters_russia: ЕС ограничил доступ к рынкам капитала Сбербанку, ВТБ, Газпромбанку, ВЭБу, Россельхозбанку",494866271511390000,NULL,-1
1961,NULL,1406820298,-1,NULL,-1,-1,"RT @interfax_news: ЕС включил в ""секторальный"" список санкций Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк
http://t.co/yYjeFMYlbZ",494866315929470000,NULL,-1
1962,NULL,1406820344,NULL,NULL,-1,-1,"RT @Andryulik: RT""@akselenc: Под новые санкции ЕС попадают Сбербанк, ВТБ, Газромбанк, Внешэкономбанк, Россельхозбанк - Официальный журнал Е…",494866507021570000,NULL,-1
1963,NULL,1406820464,NULL,NULL,NULL,-1,"RT @FastSlon: Сбербанк попал под санкции Евросоюза http://t.co/xA7m9HSIrK как там вчера Шувалов сказал? ""Семь бед - один ответ""?",494867011814840000,NULL,NULL
1964,NULL,1406820476,-1,NULL,-1,-1,"RT @rykov: Теперь под санкциями ЕС — Сбербанк, ВТБ, Газпромбанк, Россельхозбанк, Внешэкономбанк http://t.co/vFbX5wzUcr http://t.co/4mMBuTGd…",494867062410720000,NULL,-1
1965,NULL,1406820509,NULL,NULL,NULL,0,Выдаёт ли ипотечный кредит сбербанк без справок http://t.co/wzCL0SZWbH,494867201057640000,NULL,NULL
1966,NULL,1406820544,-1,NULL,-1,-1,"ЕС ввёл санкции против Сбербанка, ВТБ, ВЭБа, Газпромбанка и Россельхозбанка",494867347283670000,NULL,-1
1967,NULL,1406820553,-1,NULL,-1,-1,"ЕС ввёл санкции против Сбербанка, ВТБ, ВЭБа, Газпромбанка и Россельхозбанка: Евросоюз ввёл санкции против росс... http://t.co/QjtGoN7k9a",494867384738380000,NULL,-1
1968,NULL,1406820554,NULL,NULL,NULL,-1,"""Wall Street Journal"": ЕС может внести в санкционный список Сбербанк и ВТБ.Европейский союз готовится добавить еще пять человек и две компа",494867389004390000,NULL,-1
1969,NULL,1406820685,-1,NULL,NULL,-1,"RT @unkn0wnerror: ЕС ввел санкции против Сбербанка, ВТБ и Газпромбанка
http://t.co/aVzrq9xHln",494867937971700000,NULL,-1
1970,NULL,1406820720,NULL,NULL,NULL,NULL,http://t.co/9lK4hARDmc банк втб 24 заявка на кредит онлайн,494868084147380000,NULL,0
1971,NULL,1406820861,NULL,NULL,NULL,0,"@Dobrokhotov @Praporec сбербанк есть в списке ЕС, но его нет в списке США",494868676479570000,NULL,NULL
1972,NULL,1406820904,NULL,NULL,NULL,-1,"Итак, Сбербанк вошел в санкционный секторальный список. С чем и поздравляю 70% граждан, держащих в нем вклады.... http://t.co/iy5Ya4RzC6",494868859326070000,NULL,NULL
1973,NULL,1406820961,NULL,NULL,NULL,0,Авто кредит в сбер банке в спб http://t.co/E4yqL9cOL4,494869096237120000,NULL,NULL
1974,NULL,1406821083,-1,NULL,-1,-1,"Под санкции ЕС попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк - РИА Новости",494869608952650000,NULL,-1
1975,NULL,1406821107,-1,NULL,-1,-1,"ЕС включил в список санкций Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк - http://t.co/1QuuijEqSW через http://t.co/Bv8aTMcZsn",494869706864470000,NULL,-1
1976,NULL,1406821129,NULL,NULL,NULL,-1,RT @Vedomosti: Сбербанк попал под санкции ЕС http://t.co/M8U4N3LaBq,494869801945550000,NULL,NULL
1977,NULL,1406821355,NULL,NULL,NULL,-1,"RT @sasha_sotnik: Итак, Сбербанк вошел в санкционный секторальный список. С чем и поздравляю 70% граждан, держащих в нем вклады.... http://…",494870750923620000,NULL,NULL
1978,NULL,1406821388,-1,NULL,NULL,-1,"ЕС ограничил для ВТБ, Газпромбанка и Сбербанка доступ к рынкам капитала.Сбербанк, это все,людей в т.ч. зацепит сильно http://t.co/o8HlJp5VMa",494870886801870000,NULL,-1
1979,NULL,1406821398,-1,NULL,NULL,-1,"Евросоюз ограничил доступ к рынкам капитала ЕС пяти российским государственным финансовым институтам: Сбербанку, ВТБ, Газпромбанку, Внешэко",494870930464990000,NULL,-1
1980,NULL,1406821421,NULL,NULL,NULL,-1,RT @novynar_ukr: Сбербанк России попал под санкции ЕС: Евросоюз официально ограничил доступ к рынкам капитала для пяти российских… http://t…,494871024199290000,NULL,NULL
1981,NULL,1406821508,NULL,NULL,NULL,NULL,http://t.co/fSQGwUNNeQ Взять кредит втб 24 в санкт петербурге,494871389443470000,NULL,0
1982,NULL,1406821530,NULL,NULL,NULL,-1,"RT @izvestia_ru: Евросоюз включил в новый санкционный список Сбербанк и ВТБ
http://t.co/SpnzvEJyO8",494871483228110000,NULL,-1
1983,NULL,1406821576,NULL,NULL,0,NULL,http://t.co/Pc8L4U5U8H калькулятор по кредиту россельхозбанк,494871677075870000,NULL,NULL
1984,NULL,1406821586,NULL,NULL,0,NULL,http://t.co/j07HOx9NhB калькулятор по кредиту россельхозбанк,494871716888200000,NULL,NULL
1985,NULL,1406821650,-1,NULL,-1,-1,"RT @rianru: Под санкции ЕС попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк http://t.co/BxLCMv99p3",494871986934280000,NULL,-1
1986,NULL,1406821662,-1,NULL,-1,-1,"RT @Dobrokhotov: Для тех кто сомневался - в санкционном списке ЕС: Сбербанк, ВТБ, ВЭБ, Газпромбанк, Россельхозбанк http://t.co/5pvn1obnBB",494872035760150000,NULL,-1
1987,NULL,1406821727,NULL,NULL,NULL,-1,"RT @33Live_Ru: Сбербанк России попал под санкции ЕС http://t.co/kWF4Zg1nMz #33регион, #владимир",494872308772000000,NULL,NULL
1988,NULL,1406821738,NULL,NULL,NULL,-1,Брюссель щимит Сбербанк России. Уже объявили. С завтрашнего дня вступает в силу новый пакет санкций. Не по детски...,494872357366820000,NULL,NULL
1989,NULL,1406821749,NULL,NULL,NULL,0,"RT @GraniTweet: Говорят, что и троллям в Сбербанк 12 руб. за твит переводят http://t.co/PWEmAGATgV http://t.co/utiZemWw53",494872400006480000,NULL,NULL
1990,NULL,1406821834,-1,NULL,-1,-1,"RT @onlinekpru: Новые #санкции #ЕС конутся Сбербанка, ВТБ, Газпромбанка, Внешэкономбанка, Россельхозбанка - http://t.co/u4EHWrHxOq #Россия",494872759940700000,NULL,-1
1991,NULL,1406821846,-1,NULL,NULL,-1,"ЕС ввел санкции против Сбербанка, ВТБ и Газпромбанка /  / Евросоюз ввел запрет на доступ к рынкам капитала для Сб.. http://t.co/emMeKXJjXd",494872808250700000,NULL,-1
1992,NULL,1406821868,-1,NULL,-1,-1,"Под санкции ЕС попали Сбербанк, ВЭБ, ВТБ, Газпромбанк, и Россельхозбанк http://t.co/xvkJ5317hL",494872900936020000,NULL,-1
1993,NULL,1406821934,-1,NULL,-1,-1,"Под санкции ЕС официально попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк",494873177685000000,NULL,-1
1994,NULL,1406821977,NULL,NULL,NULL,-1,"RT @spina_putina: Сбербанк попал под санкции. Всем выражаю соболезнования, владельцам желаю отмучаться как можно быстрее.",494873357914230000,NULL,NULL
1995,NULL,1406822000,-1,NULL,NULL,-1,"Они только что официально опубликованы в Брюсселе. Как сообщают информагентства, в список вошли Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхо",494873452344770000,NULL,-1
1996,NULL,1406822161,NULL,NULL,NULL,-1,Под новые санкции ЕС попали Сбербанк и ВТБ http://t.co/BYaH2m3gJl,494874131117390000,NULL,-1
1997,NULL,1406822183,NULL,NULL,NULL,NULL,RT @MinistryEconomy: Агентство кредитных гарантий и Банк Москвы стали партнерами http://t.co/DDnZpJNlXt,494874220674150000,NULL,NULL
1998,NULL,1406822309,NULL,NULL,NULL,0,Сколько составляет автокредит в сбер банке http://t.co/9iKdpWVD8r,494874749852740000,NULL,NULL
1999,NULL,1406822529,NULL,0,NULL,NULL,"Опубликованный наконец новый список европейских санкций не оправдал пессимистичных ожиданий, указывает аналитик УК ""Райффайзен Капитал"" Соф",494875672389890000,NULL,NULL
2000,NULL,1406822588,-1,NULL,-1,-1,"Под новые санкции ЕС попадают Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк, Россельхозбанк http://t.co/b94Bdvo0PP",494875919496930000,NULL,-1
2001,NULL,1406822635,-1,NULL,-1,-1,"Под ограничения попали пять российских банков с государственным участием – ВТБ, ВЭБ, Сбербанк, Газпромбанк и Россельхозбанк. Их доступ на е",494876117892080000,NULL,-1
2002,NULL,1406822670,NULL,NULL,NULL,0,http://t.co/toATQqdjJD сбербанк кредит для молодых семей,494876266437150000,NULL,NULL
2003,NULL,1406822995,NULL,NULL,NULL,-1,RT @andrey_malgin: Сбербанк попал под санкции Евросоюза http://t.co/I6ep9ZCBbl,494877628172490000,NULL,NULL
2004,NULL,1406823056,-1,NULL,-1,-1,"RT @the_newtimes: Экономист Сергей Гуриев - о санкциях ЕС против Сбербанка, ВТБ, Газпромбанка, Внешэкономбанка и Россельхозбанка http://t.c…",494877881315890000,NULL,-1
2005,NULL,1406823151,-1,NULL,NULL,-1,"RT @RussianNewsline: ЕС ввел санкции против Сбербанка, ВТБ, ВЭБа и Газпромбанка: Под новые санкции ЕС попадают Сбербанк, ВТБ, Газпр... http…",494878282949870000,NULL,-1
2006,NULL,1406823163,-1,NULL,-1,-1,"ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк далее ..",494878330538460000,NULL,-1
2007,0,1406823195,NULL,0,NULL,NULL,каталог картами альфа райффайзен,494878467276560000,NULL,NULL
2008,NULL,1406823207,-1,NULL,-1,-1,"Евросоюз объявил о введении санкций против пяти российских банков. Это Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк и Россельхозбанк.",494878516979460000,NULL,-1
2009,NULL,1406823218,-1,NULL,-1,-1,"ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк http://t.co/9fCitnqaXz",494878562470470000,NULL,-1
2010,NULL,1406823259,NULL,NULL,NULL,NULL,Банк втб 24 смоленск кредитные карты http://t.co/3fiHfHxey0,494878733476440000,NULL,0
2011,NULL,1406823289,NULL,NULL,NULL,-1,@i_korotchenko @valentinov_v А почему Сбербанк работает на укр.военщину ??? Грефу денежки за жизни людей и дете ??? (((((((((,494878862774630000,NULL,NULL
2012,NULL,1406823369,0,NULL,NULL,--,"RT @Mr_Sonar: @spina_putina @CIO_Optimal Сбербанк то ладно ,
а вот Газпромбанк - 
КАК ПОВЛИЯЕТ НА #ЭХО_МОСКВЫ.
вроде ж кенты , а санкции то…",494879195076780000,NULL,NULL
2013,NULL,1406823450,-1,NULL,-1,-1,"ЕС ограничил доступ к рынкам капитала Сбербанку, ВТБ, Газпромбанку, ВЭБу, РСХБ http://t.co/OWPfT2rWv5 http://t.co/Xv7Tlx6DHA",494879537982110000,NULL,-1
2014,NULL,1406823483,NULL,NULL,NULL,NULL,"Банк Москвы начал сотрудничать с Агентством кредитных гарантий
http://t.co/1ASn6guaXc",494879673185090000,NULL,NULL
2015,NULL,1406823514,NULL,0,NULL,NULL,http://t.co/WubE7y6zFt Взять кредит в райффайзенбанке через интернет,494879803624140000,NULL,NULL
2016,NULL,1406823624,NULL,NULL,NULL,0,http://t.co/O2bRPIBbJ6 Сбербанк хочу взять кредит 250тыс,494880265689650000,NULL,NULL
2017,NULL,1406823644,NULL,NULL,NULL,-1,Под новые санкции ЕС попали Сбербанк и ВТБ: Подзаголовок   Санкции были введены на год и могут быть пересмотре... http://t.co/EAys07k9qq,494880350179320000,NULL,-1
2018,NULL,1406823667,-1,NULL,-1,-1,"RT @anti_maydan: ЕС ввёл санкции против Сбербанка, ВТБ, ВЭБа, Газпромбанка и Россельхозбанка
https://t.co/cvSMzRWQ1g",494880445788850000,NULL,-1
2019,NULL,1406823699,1,NULL,NULL,NULL,"Санкции ЕС не нарушили финансовую устойчивость Газпромбанка: Газпромбанк сообщает, что его филиалы и операцион... http://t.co/sWLhMXgH7i",494880582589870000,NULL,NULL
2020,NULL,1406823700,1,NULL,NULL,NULL,Санкции ЕС не нарушили финансовую устойчивость Газпромбанка  #МСК,494880583256770000,NULL,NULL
2021,NULL,1406823700,1,NULL,NULL,NULL,Санкции ЕС не нарушили финансовую устойчивость Газпромбанка  #ВМоскве,494880583806240000,NULL,NULL
2022,NULL,1406823775,-1,NULL,-1,-1,"Под санкции ЕС попали пять крупнейших банков России: Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк вошли в... http://t.co/Etn5H9i78P #vk",494880900434240000,NULL,-1
2023,NULL,1406823854,1,NULL,NULL,1,"ЦБ поддержит попавшие под санкции ВТБ, Сбербанк и Газпромбанк http://t.co/wLIiQAr8Lj",494881231738520000,NULL,1
2024,NULL,1406823898,NULL,NULL,NULL,-1,Под новые санкции ЕС попали Сбербанк и ВТБ,494881416740490000,NULL,-1
2025,NULL,1406823964,-1,NULL,-1,-1,"ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк",494881691106690000,NULL,-1
2026,NULL,1406824018,-1,NULL,-1,-1,"RT @reuters_russia: ЕС ограничил доступ к рынкам капитала Сбербанку, ВТБ, Газпромбанку, ВЭБу, РСХБ http://t.co/OWPfT2rWv5 http://t.co/Xv7Tl…",494881918841020000,NULL,-1
2027,NULL,1406824423,NULL,NULL,NULL,0,"Сегодня вечером станет ясно, попадет ли Сбербанк под секторальные санкции Евросоюза. Даже если это случится, ограничения на финансовом рынк",494883618729510000,NULL,NULL
2028,NULL,1406824512,NULL,NULL,NULL,-1,Новости: Новый санкционный список: Сбербанк и другие  #вести,494883991355280000,NULL,NULL
2029,NULL,1406824697,0,NULL,NULL,NULL,Кредиты филиала газпромбанк днестровск http://t.co/zn7CgYrPmj,494884766806980000,NULL,NULL
2030,NULL,1406824762,NULL,NULL,NULL,0,http://t.co/NJr7WHxBcq сбербанк кредит ульяновск,494885037897050000,NULL,NULL
2031,NULL,1406824762,NULL,NULL,NULL,-1,Под новые санкции ЕС попали Сбербанк и ВТБ: Под новые секторальные санкции Евросоюза попали российские госбанк... http://t.co/iDp8UBX01Y,494885038161290000,NULL,-1
2032,NULL,1406824857,-1,NULL,-1,-1,"#экономика #ru_ff Под санкции ЕС попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк  #fyseo_ru #взаимный",494885437471610000,NULL,-1
2033,NULL,1406824922,NULL,NULL,NULL,-1,и до сбера добрались. Новый санкционный список: Сбербанк и другие http://t.co/UVWiLS2MH7,494885709459630000,NULL,NULL
2034,NULL,1406824965,NULL,NULL,NULL,-1,RT @1317spa: Под новые санкции ЕС попали Сбербанк и ВТБ http://t.co/NBK8CZCC6w,494885887915090000,NULL,-1
2035,NULL,1406825002,NULL,NULL,NULL,NULL,http://t.co/IUjiAw2nc9 втб 24 кредит юридическим лицам,494886044920080000,NULL,0
2036,NULL,1406825014,-1,NULL,-1,-1,"ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк: Также Евросоюз ввел ограничения ... http://t.co/RZwgumZM46",494886095721460000,NULL,-1
2037,NULL,1406825276,-1,NULL,-1,-1,"stragnicw Под санкции ЕС попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк",494887196193610000,NULL,-1
2038,NULL,1406825325,NULL,NULL,NULL,0,@IgorLukianchuk а у вас до сих пор был сбербанк ?@Negotov @spina_putina,494887398598510000,NULL,NULL
2039,NULL,1406825361,NULL,NULL,NULL,-1,Евросоюз включил в новый санкционный список Сбербанк и ВТБ,494887551036290000,NULL,-1
2040,NULL,1406825452,NULL,NULL,NULL,-1,"RT @SvobodaRadio: Сбербанк и еще 4 крупных банка попали под #санкции ЕС. Речь не идет о заморозке активов, а о запрете покупать акции, долг…",494887933993040000,NULL,NULL
2041,NULL,1406825520,-1,NULL,-1,-1,"Под новые санкции ЕС попадают Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк, Россельхозбанк http://t.co/e6OgA3wC9q",494888219356710000,NULL,-1
2042,NULL,1406825555,NULL,NULL,NULL,NULL,Кредит на потребительские нужды в втб 24 http://t.co/ejUuVYWP2A,494888363724670000,NULL,0
2043,NULL,1406825599,-1,NULL,-1,-1,"В черный список вошли ""Сбербанк"", ВТБ, ""Газромбанк"", ""Внешэкономбанк"", ""Россельхозбанк"". Ограничительные меры имеют срок действия в три мес",494888551474290000,NULL,-1
2044,NULL,1406825747,NULL,NULL,NULL,-1,Я.Новости | Экономика: Под новые санкции ЕС попали Сбербанк и ВТБ http://t.co/x67YDOirAh,494889170524190000,NULL,-1
2045,NULL,1406825885,NULL,NULL,NULL,-1,“@vesti_news: Новый санкционный список: Сбербанк и другие http://t.co/YLGAGfhEhd”,494889750520950000,NULL,NULL
2046,NULL,1406825909,NULL,NULL,NULL,NULL,Образовательный кредит в втб 24 http://t.co/rJcotI1fYm,494889851523960000,NULL,0
2047,NULL,1406826077,-1,NULL,-1,-1,"Под новые санкции ЕС попадают Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк, Россельхозбанк — Рамблер-Новости http://t.co/gc2fDbW8yb",494890554740600000,NULL,-1
2048,NULL,1406826192,-1,NULL,-1,-1,"Новые санкции ЕС накрыли Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк, Россельхозбанк (58) http://t.co/DSsQXZEwek",494891038469680000,NULL,-1
2049,NULL,1406826303,-1,NULL,-1,-1,"В санкционный список попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и РСХБ",494891503853240000,NULL,-1
2050,NULL,1406826337,NULL,NULL,NULL,-1,"RT @SDVig83: Чтобы внести Сбербанк в список санкций, Евросоюзу пришлось отстоять несколько часов в очереди",494891644689600000,NULL,NULL
2051,NULL,1406826817,NULL,NULL,0,NULL,http://t.co/fITr1296bo Россельхозбанк оформить кредит анжеро судженск,494893656793690000,NULL,NULL
2052,NULL,1406826878,-1,NULL,-1,-1,"http://t.co/Gaz2zVCxFr В санкционный список попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и РСХБ",494893912285130000,NULL,-1
2053,NULL,1406826958,1,NULL,NULL,NULL,Санкции ЕС не нарушили финансовую устойчивость Газпромбанка,494894248677080000,NULL,NULL
2054,NULL,1406827038,NULL,NULL,NULL,-1,ЕС добавил в санкционный список Сбербанк РФ - Петербургский дневник http://t.co/vugWw7y2mS,494894583394750000,NULL,NULL
