,beeline,date,komstar,megafon,mts,rostelecom,skylink,tele2,text,twitid
2132,--,1406716800,NULL,NULL,NULL,NULL,NULL,NULL,RT @ijtimoiysayt: Beeline‘нинг Бош директори абонентларнинг саволларига жавоб беришда давом этмо?даhttp://t.co/4pCyHYzych http://t.co/RUl00…,494432213933360000
2133,NULL,1406717118,0,NULL,NULL,NULL,NULL,NULL,RT @JohnXpior: «Комстар-ОТС» обеспечит связью деловой центр Ресо в Санкт-Петербурге,494433546778710000
2134,NULL,1406717243,NULL,NULL,-1,NULL,NULL,NULL,"А ещё тут везде интернет у МТС отсутствует чуть менее, чем полностью",494434069883930000
2135,NULL,1406717404,NULL,NULL,0,NULL,NULL,NULL,Мтс коннект 4 на андроид http://t.co/WGCQdtTdFa,494434745242350000
2136,NULL,1406717588,NULL,0,NULL,NULL,NULL,NULL,"""МегаФон"" выразил готовность создать единую сеть связи для госорганов",494435519783140000
2137,NULL,1406717588,NULL,0,NULL,NULL,NULL,NULL,"""МегаФон"" выразил готовность создать единую сеть связи для госорганов http://t.co/D1HqwBLxqb",494435519883780000
2138,NULL,1406717589,NULL,0,NULL,NULL,NULL,NULL,"""МегаФон"" выразил готовность создать единую сеть связи для госорганов: С соответствующим предложением к руково... http://t.co/DbbKlMY4SW",494435521410510000
2139,NULL,1406717781,NULL,NULL,-1,NULL,NULL,NULL,"RT @Andromeda_sv: Живу в Краснодоне лайф мтс лежит,киевстар работает.Колонна была в 23.10 19 единиц 2 БТР 9-10 градов 2 автобуса и грузовые…",494436329581970000
2140,-1,1406717879,NULL,NULL,NULL,NULL,NULL,NULL,@_Beeline_kz смысл какой в ваших разговорниках?,494436740627580000
2141,NULL,1406717890,NULL,1,NULL,NULL,NULL,NULL,"Известная компания ""Мегафон"" работает на солнечных батареях. https://t.co/W9BcByu8Tx http://t.co/uP3d0LkdJq",494436786706600000
2142,NULL,1406718030,NULL,NULL,0,NULL,NULL,NULL,Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/1AYO0ollDO,494437373045130000
2143,1,1406718074,NULL,NULL,NULL,NULL,NULL,NULL,"RT @l0ver: Конторы, имеющие живой, активный ""человечный"" твиттер - БЕСПОДОБНЫ! @SalesKICB @BeelineKG @elwestkg2014 @studio247fru @Barsuk201…",494437558147760000
2144,NULL,1406718209,NULL,1,NULL,NULL,NULL,NULL,Корпоративные клиенты «МегаФона» на Урале стали значительно чаще приобретать SIM-карты для М2М-решений,494438123216970000
2145,NULL,1406718808,NULL,0,NULL,NULL,NULL,NULL,&amp;nbsp; &amp;nbsp;В августе в рамках проекта &amp;laquo;Покажи свою МегаСкорость&amp;raquo; &amp;laquo;МегаФон&amp;raquo; приглашает ульяновцев на мастер-классы,494440637316740000
2146,NULL,1406718963,NULL,NULL,NULL,NULL,NULL,0,RT @inezvlidoane: Apn tele2 для айфона http://t.co/fHWbE2bhuX,494441285793510000
2147,NULL,1406718963,NULL,NULL,NULL,-1,NULL,NULL,"Оооо даа,  победил ска этот Ростелеком""личный кабинет"" нах",494441287735870000
2148,-1,1406719289,NULL,NULL,NULL,NULL,NULL,NULL,Но у тебя же билайн не ловит хд,494442653426390000
2149,NULL,1406719375,NULL,0,NULL,NULL,NULL,NULL,"Ребят, нужны симки мегафон?
Номер на выбор, баланс уже пополнен.",494443011921960000
2150,NULL,1406719568,NULL,NULL,0,NULL,NULL,NULL,Мтс звонок на стационарный телефон http://t.co/lK5FxVJciK,494443821607190000
2151,NULL,1406719621,NULL,NULL,-1,NULL,NULL,NULL,"МТС не жжет, не палит... заполнили договор с отчеством:""Алекссндрович"". Как они работают? Паспорт в руках держала...",494444047646620000
2152,NULL,1406719686,NULL,0,NULL,NULL,NULL,NULL,@usolt а у Мегафона нет такого?,494444318221160000
2153,NULL,1406719686,NULL,NULL,0,NULL,NULL,NULL,RT @GaryRepnin: Позвонить на мобильный с компьютера бесплатно на мтс http://t.co/ItMoZqkoC6,494444320137950000
2154,NULL,1406719784,NULL,0,NULL,0,NULL,NULL,«МегаФон» пообещал создать сеть для госорганов дешевле «Ростелекома» http://t.co/Wy9wwS4ErS,494444727581040000
2155,NULL,1406719784,NULL,0,NULL,0,NULL,NULL,«МегаФон» пообещал создать сеть для госорганов дешевле «Ростелекома» http://t.co/aUjsCgieZ9,494444730290570000
2156,NULL,1406719883,NULL,0,NULL,NULL,NULL,NULL,Корпоративные клиенты «МегаФона» на Урале стали значительно чаще&amp;#8230;,494445142657360000
2157,NULL,1406720094,NULL,1,NULL,NULL,NULL,NULL,"RT @YurovAA: #LTE от #МегаФон стал ловить практически везде на #ЧМЗ , что радует",494446031313330000
2158,NULL,1406720846,NULL,0,NULL,NULL,NULL,NULL,"@lopatin_l Мегафон , 350 в месяц и все,звонки ,интернет,смс",494449182695230000
2159,NULL,1406720890,NULL,NULL,NULL,NULL,NULL,--,Tele2 абоненттері екінші то?санда 5 мы? терабайт трафик к?шірді http://t.co/UMt3Dus0Pd,494449367483310000
2160,-1,1406720931,NULL,NULL,NULL,NULL,NULL,NULL,633 билайн windows 8 http://t.co/jXNveEbFss ошибка,494449539265600000
2161,0,1406720932,NULL,NULL,NULL,NULL,NULL,NULL,руководство вымпелком краснодарский филиал http://t.co/6Rsm34PTnA #филиал,494449545359530000
2162,NULL,1406721105,NULL,NULL,NULL,0,NULL,0,Создание совместного предприятия «Ростелекома» и Tele2 задерживается http://t.co/Z7HHEcnKrN,494450268512060000
2163,NULL,1406721160,NULL,NULL,NULL,1,NULL,NULL,"В Астраханском регионе награжден 13-тысячный абонент «Ростелекома», получающий услуги связи по оптическим техн... http://t.co/JcjeFT3AuL",494450498884210000
2164,NULL,1406721160,NULL,NULL,NULL,0,NULL,NULL,"«Ростелеком» выступил партнером мероприятия «Карапузы, на старт!»: «Ростелеком» выступил партнером Первенства ... http://t.co/ANlAF6CjZy",494450499718880000
2165,-1,1406721211,NULL,NULL,NULL,NULL,NULL,NULL,@Beeline_RUS связи нет вообще. Абонент: 9046298844,494450714048230000
2166,NULL,1406721286,NULL,-1,NULL,NULL,NULL,NULL,@MegaFonHelp ваше решение не помогает.,494451028679720000
2167,NULL,1406721297,NULL,NULL,+-,NULL,NULL,NULL,"@ru_mts завершение сеанса mmi - вот что выдавал мне телефон. С другим оператором все работало. К счастью, проблема исчезла как-то сама.",494451073734930000
2168,0,1406721427,NULL,NULL,NULL,NULL,NULL,NULL,Вице-президентом «ВымпелКома» по продажам назначен глава Enter Румянцев,494451620306900000
2169,NULL,1406721459,NULL,NULL,0,NULL,NULL,NULL,Молодая девушка с ребенком срочно снимет дом в деревне Спорово. 375292296801 МТС (Анонимно),494451752989880000
2170,NULL,1406721930,NULL,NULL,0,NULL,NULL,NULL,"RT @usolt: Вдруг кто не знал, у МТС есть такая бесплатная услуга Запрет прием рекламных СМС от МТС. По умолчанию, выключена. http://t.co/km…",494453729970900000
2171,NULL,1406722200,NULL,NULL,0,NULL,NULL,NULL,"Ребятки,а я теперь в МТС работаю хд",494454862005170000
2172,NULL,1406722200,NULL,0,NULL,NULL,NULL,NULL,"утром подъезжая к Дубне получаю смс от Мегафона ""добро пожаловать домой",494454862873370000
2173,-1,1406722449,NULL,NULL,NULL,NULL,NULL,NULL,"@Beeline_RUS Более того, я уверен, что абонентскую плату за эти 4 дня мне никто восстанавливать не будет. Уже была с вами подобная ситуация.",494455906541650000
2174,NULL,1406722558,NULL,0,NULL,NULL,NULL,NULL,«Мегафон» хочет создать сеть с?... http://t.co/ZSsNd9Bpd7,494456365075940000
2175,NULL,1406722559,NULL,0,NULL,NULL,NULL,NULL,"@ddomgn сколько дней не знаю, у скольки человек тоже. у всех клиентов мегафона с уральскими симками, я полагаю.",494456367517010000
2176,NULL,1406722636,NULL,1,NULL,NULL,NULL,NULL,«МегаФон» улучшил качество интернета 4G+ в Махачкале. Компания «МегаФон» ввела в эксплуатацию новые базовые станции 4G+ в столице Республик,494456690210000000
2177,0,1406722703,NULL,NULL,NULL,NULL,NULL,NULL,"@Shepard_EG Михаил, проблему видим. Примите, пожалуйста, наши извинения. Постараемся исправить как можно быстрее. #билайн",494456970670520000
2178,NULL,1406722901,NULL,NULL,--,NULL,NULL,NULL,я тут анкету в хоумтсак херачу,494457805039230000
2179,NULL,1406722949,NULL,--,NULL,NULL,NULL,NULL,В жаркой-жаркой Африке дворничиха Наташа орёт в мегафон.,494458005023240000
2180,NULL,1406722971,NULL,1,NULL,NULL,NULL,NULL,"""МегаФон"" запустил сеть мобильной высокоскоростной передачи данных 4G+ в Ингушетии, обеспечив покрытие более 70% территории региональной ст",494458096119740000
2181,NULL,1406723017,NULL,1,NULL,NULL,NULL,NULL,"""МегаФон"" улучшил качество интернета 4G+ в Махачкале http://t.co/mfGAyXVv8e",494458287996150000
2182,NULL,1406723072,NULL,NULL,NULL,NULL,NULL,0,Абоненты Tele2 отправили 138 миллионов поздравлений,494458522286170000
2183,NULL,1406723321,NULL,NULL,0,NULL,NULL,NULL,т м тмт мтсмт #MTVHottest 30 Seconds to Mars,494459563702510000
2184,NULL,1406723718,NULL,NULL,+-,NULL,NULL,NULL,"МТС вечно шлёт смс-ки. Спасибо, что хоть ты обо мне не забываешь.",494461229336100000
2185,NULL,1406723741,NULL,0,NULL,NULL,NULL,NULL,"RT @NewsRuNovosti: #novosti #techno ""МегаФон"" выразил готовность создать единую сеть связи для госорганов http://t.co/9IKb3byu8Z #новости",494461328149730000
2186,NULL,1406723752,NULL,0,NULL,NULL,NULL,NULL,RT @megafonru: #Акция от #megafon — #планшет #MegaFonLogin2 за 2.790 рублей: http://t.co/laKgmzqIWC http://t.co/QcxPXrztfa,494461372005360000
2187,NULL,1406723805,NULL,NULL,NULL,NULL,NULL,0,Tele2 подводит итоги технического развития в Удмуртии за первое полугодие 2014 года,494461592676090000
2188,0,1406724028,NULL,NULL,NULL,NULL,NULL,NULL,Казахтелеком и Алтел заблочили порносайты. Теперь @aidoseg уходит домой почти сразу после трудового дня — у него интернет от Билайна. :3,494462528840150000
2189,NULL,1406724069,NULL,NULL,1,NULL,NULL,NULL,"Благодарим сотрудников киевского офиса МТС Украина, которые офисом собрали помощь для переселенцев. Спасибо за... http://t.co/KO3FadH4K8",494462701549410000
2190,NULL,1406724208,NULL,NULL,1,NULL,NULL,NULL,"RT @KRYMSOS: Благодарим сотрудников киевского офиса МТС Украина, которые офисом собрали помощь для переселенцев. Спасибо за... http://t.co/…",494463283630740000
2191,1,1406724326,NULL,NULL,NULL,NULL,NULL,NULL,«Билайн» в Ярославле дарит своим клиентам общение с «эффектом присутствия»: ОАО «ВымпелКом… http://t.co/9PoGOkVBMt,494463780626000000
2192,NULL,1406724369,NULL,NULL,NULL,1,NULL,NULL,"""Ростелеком"" предоставил услуги организации защищенного канала связи для взаимодействия региональной инфраструктуры ""электронного правитель",494463960033530000
2193,0,1406724519,NULL,NULL,NULL,NULL,NULL,NULL,@lexandrGurkin =&gt;в правоохранительные органы. #билайн,494464590471000000
2194,-1,1406724584,NULL,NULL,NULL,NULL,NULL,NULL,"Час была в Билайн.Написала заявление.Столько косяков.своих ошибок сотрудники не признают.поменяла тариф,но после след косяка меняю оператора",494464861318160000
2195,NULL,1406725010,NULL,0,NULL,NULL,NULL,NULL,инструкция к планшету мегафон логин 2 мт3а http://t.co/WnG32FBXXd #мт3а,494466649336990000
2196,NULL,1406725244,NULL,NULL,-1,NULL,NULL,NULL,RT @kna092: Походу в Питере всвязи с грозой прилег мтс,494467629068060000
2197,0,1406725462,NULL,0,0,NULL,NULL,NULL,"@bogdanovalexey =&gt;В подобной ситуации поможет поиск сети вручную. Необходимо сначала выбрать сеть Билайн или МТС, а уже потом Мегафон, =&gt;",494468543866350000
2198,NULL,1406725641,NULL,NULL,+-,NULL,NULL,NULL,"Воу.не знаю почему,но мтс мне включил интернет",494469297364680000
2199,NULL,1406725904,NULL,NULL,NULL,0,NULL,NULL,Липецкий филиал #Ростелеком на конкурсе #РадугаТалантов #ЦФО #Липецк http://t.co/FAawWiN9mK,494470398722210000
2200,NULL,1406726103,NULL,1,NULL,NULL,NULL,NULL,"""МегаФон"" улучшил качество интернета 4G+ в Махачкале",494471234667950000
2201,NULL,1406726418,NULL,NULL,-1,NULL,NULL,NULL,"RT @zakon18022014: МТС, сука, лежит! Говорят повреждено оборудование!",494472555861140000
2202,NULL,1406726442,NULL,--,NULL,NULL,NULL,NULL,В момент истины хрипатый зэк в татуировках орёт в мегафон.,494472654984730000
2203,NULL,1406726579,NULL,-1,NULL,NULL,NULL,NULL,@megafonru почему мой текущий баланс отличается от условного? Это обман пользователь,494473231211200000
2204,NULL,1406726636,NULL,NULL,NULL,NULL,NULL,1,"RT @Tele2Russia: @fanat_TW Здравствуйте! Добро пожаловать в ряды наших абонентов :) Очень рады. Если будут какие-то вопросы, смело обращайт…",494473468428450000
2205,NULL,1406726713,NULL,0,NULL,NULL,NULL,NULL,А вот и в ЦОД Мегафона ульяновцы прибыли на экскурсию ЦОД Мегафон,494473793637600000
2206,NULL,1406726735,NULL,NULL,-1,NULL,NULL,NULL,"@pcb58pcb блокируется перезагрузка, поставил свой пароль на МТС, меняю его часто , а то буквы не слушаются, текст вижу, ответить не могу",494473884855720000
2207,NULL,1406726848,NULL,NULL,1,NULL,NULL,NULL,С пнд сокращена из #МТС после  декретного.Уже перевели деньги. Отзывчивые люди и своевременные выплаты-это была отличная работа!!,494474359453810000
2208,NULL,1406726848,NULL,0,NULL,NULL,NULL,NULL,"@megafonru @Gorba4evag Добрый вечер! Компания МегаФон никогда не производит подключение каких-либо услуг без ведома абонента,",494474359663490000
2209,-1,1406727032,NULL,NULL,1,NULL,NULL,NULL,@Beeline_RUS учитесь у МТС. Там все работает как часики. И дёрнуло меня связаться с вами. Одни неприятности и негативы.,494475129771280000
2210,NULL,1406727044,NULL,0,NULL,NULL,NULL,NULL,"RT @MFSibirHelp: @megafonru @Gorba4evag Для того, чтобы узнать, какие подписки у Вас подключены, наберите *505# (вызов), или отправьте в те…",494475179364740000
2211,NULL,1406727056,NULL,0,NULL,NULL,NULL,NULL,"@luvoratorrry @megafonuralhelp, проверьте, пожалуйста.",494475230195100000
2212,NULL,1406727225,NULL,-1,NULL,NULL,NULL,NULL,"@NnovXZ @fima_psuchopadt на #днище #мегафон вчера подорожали тарифы до 35%, например",494475939309710000
2213,NULL,1406727419,NULL,1,NULL,NULL,NULL,NULL,"Количество абонентов ОАО «Мегафон», использующих услугу по управлению удаленными объектами, с начала 2014 года увеличилось на 25%",494476751561850000
2214,0,1406727440,NULL,NULL,NULL,NULL,NULL,NULL,"Киньте кто нибудь, 10 рублей на телефон, или переведите, кто на билайне, вечером закину после работы, позвонить нужно СРОЧНО!",494476842561450000
2215,NULL,1406727628,NULL,-1,NULL,NULL,NULL,NULL,На Площади Революции в метро у @MegaFonRu интернет не работает уже с неделю ВООБЩЕ.,494477631535210000
2216,NULL,1406727726,NULL,NULL,NULL,0,NULL,NULL,"""Ростелеком"" предоставил услуги по подключению инфраструктуры ""электронного правительства"" Татарстана к СМЭВ",494478042291770000
2217,NULL,1406728237,NULL,1,NULL,NULL,NULL,NULL,МегаФон сообщает о запуске сети LTE в Ингушетии http://t.co/mxoIgmKQMf,494480183899220000
2218,-1,1406728332,NULL,NULL,NULL,NULL,NULL,NULL,@Beeline_RUS это же вообще не выгодно. Он платный,494480582358090000
2219,NULL,1406728398,NULL,NULL,NULL,NULL,NULL,0,Жители Удмуртии могут принять участие в конкурсе Tele2 «Памятка путешественника»,494480860805350000
2220,NULL,1406728769,NULL,NULL,NULL,0,NULL,NULL,RT @rostelecom_rus: @geniewgen Добрый день. Не могли бы Вы подсказать из какого вы города и изложить суть Вашей проблемы. Мы постараемся Ва…,494482415499620000
2221,NULL,1406728881,NULL,NULL,NULL,0,NULL,NULL,«Ростелеком» приобрел у Горьковского автозавода 315 полноприводных автомобилей,494482884376280000
2222,NULL,1406729293,NULL,NULL,NULL,0,NULL,NULL,Ростелеком выплатил 3-й купон по облигациям 15-й и 18-й серий,494484611817540000
2223,NULL,1406729336,NULL,--,NULL,NULL,NULL,NULL,"В Еврейской АО командир счастливой ""Щуки"" орёт в мегафон.",494484793241780000
2224,NULL,1406729562,NULL,NULL,0,NULL,NULL,NULL,"@xp5577, свои расходы Вы можете легко проверить, заказав детализацию счета: http://t.co/OxEcJahnno. ^НК #МТС",494485742895520000
2225,NULL,1406729625,NULL,NULL,0,NULL,NULL,NULL,"@xp5577, относительно Интернет-услуг,пожалуйста,напишите подробнее, что произошло,указав номер МТС и ФИО владельца,проверим ограничения. ^НК",494486004267750000
2226,NULL,1406729667,NULL,NULL,--,NULL,NULL,NULL,@transport37 а где нибудь в инете ( про остановки вообще молчу) можно найти инфу как добраться на МТС от П. Коммуны до Поворота на Аэропорт?,494486180499830000
2227,0,1406729752,NULL,NULL,NULL,NULL,NULL,NULL,"RT @HellWalrus: ""Билайн"" проведет в Майкопе День здоровья - ЮГА.ру http://t.co/FFKyb30j6k",494486536641990000
2228,NULL,1406729847,NULL,NULL,1,NULL,NULL,NULL,#новости Теперь абоненты МТС могут оперативно узнавать о ситуации со связью в зоне боевых действий #сми,494486936568890000
2229,NULL,1406729858,NULL,NULL,-1,NULL,NULL,NULL,"RT @RozhkoRussia: Дорогой #МТС, а куда делись мои 500 рублей? Роуминг?! Вы не признаете Севастополь Россией?! +79111812983 http://t.co/7YS0…",494486983805520000
2230,NULL,1406730115,NULL,1,NULL,NULL,NULL,NULL,Сети #4G+ от #МегаФона охватили новые районы Махачкалы! https://t.co/hLC06MIrE2 http://t.co/GpVkh6iRkd,494488062618260000
2231,NULL,1406730229,NULL,NULL,NULL,+-,NULL,NULL,Люблю Ростелеком за предоставление качественного интернета http://t.co/94JCKBBUQA,494488540764710000
2232,NULL,1406730507,NULL,NULL,NULL,0,NULL,NULL,Nickelodeon совместно с «Ростелекомом» проведут в Краснодаре праздник для детей,494489704646320000
2233,NULL,1406730907,NULL,NULL,1,NULL,NULL,NULL,МТС укрепляет лидерство на корпоративном рынке благодаря привлечению госучреждений и компаний малого и среднег... http://t.co/mtvpOvDMNq,494491383688740000
2234,NULL,1406730939,NULL,-1,NULL,NULL,NULL,NULL,"Давайте продолжайте мне втирать, какой Мегафон прекрасный оператор, который спустя год покрытие LTE реальное вывел! http://t.co/54xg48qW5K",494491516065160000
2235,NULL,1406730951,NULL,NULL,0,NULL,NULL,NULL,модем мтс 4g инструкция http://t.co/hii2qvAaLU #модем #мтс,494491568556870000
2236,-1,1406731103,NULL,NULL,NULL,NULL,NULL,NULL,"@beeline_rus Разберусь сама. Но как же бесит ваше воровство! Врете об услугах, крадете $ и отказ возвращать, подключаете платные услуги =&gt;",494492202694080000
2237,-1,1406731124,NULL,NULL,NULL,NULL,NULL,NULL,"RT @savasowobiq: http://t.co/Nti4Uhv4oo На севере столицы произошел сбой связи в сети ""Вымпелком""",494492293051590000
2238,NULL,1406731199,NULL,NULL,-1,NULL,NULL,NULL,"@RozhkoRussia  аа)) ты шо тока узнал.., в России это же вражеская МТС..., конченная связь...((,  хохлы бы уже спалили давно.....",494492605896720000
2239,NULL,1406731285,NULL,NULL,NULL,1,NULL,NULL,http://t.co/2sEvZefI9Q «Ростелеком» предлагает защищённый доступ в Интернет из VPN,494492967684800000
2240,NULL,1406731307,NULL,NULL,0,NULL,NULL,NULL,"@dima_gotye, если Вы не согласны с начислениями, то напишите нам на blogs@mts.ru данные по этому примеру: http://t.co/9Kk1u5CHrU. ^ДП #МТС",494493059439410000
2241,0,1406731954,NULL,NULL,NULL,NULL,NULL,NULL,"@korben_korben Готовы изменить Ваше мнение.Мы бы проверили и наверняка, решили проблему,если Вы отправите Ваш номер на pomogite@beeline.ru.",494495772965370000
2242,-1,1406732008,NULL,NULL,NULL,NULL,NULL,NULL,"@beeline_rus не совсем вы правы вначале идет передача данных но спустя некоторое время всё прерывается,в чём причина?в Москве хор. в обл нет",494495999269020000
2243,NULL,1406732017,NULL,NULL,0,NULL,NULL,NULL,"@SharipashkaDi, отправьте, пожалуйста, нам на blogs@mts.ru данные, которые указаны здесь: http://t.co/ETLqGM3mUP. ^ДП #МТС",494496039190400000
2244,NULL,1406732050,NULL,NULL,0,NULL,NULL,NULL,Мтс поисковик http://t.co/WLmlxpcaS7,494496178462270000
2245,NULL,1406732185,NULL,-1,NULL,NULL,NULL,NULL,"@megafonhelp Добрый день, заявка 330044207 не решена, ровно месяц прошёл, срок решения уже раза в 3-4 сдвигался, раза три обещали ускорить",494496743413660000
2246,NULL,1406732185,NULL,-1,NULL,NULL,NULL,NULL,"@megafonhelp &gt;&gt; решение по данному вопросу, но воз и ныне там. Когда вопрос будет решён?",494496743635950000
2247,0,1406732626,NULL,NULL,NULL,NULL,NULL,NULL,Мы одна большая семья! #Beeline :) http://t.co/vsGGYcRkph,494498594058400000
2248,NULL,1406733334,NULL,NULL,0,NULL,NULL,NULL,"@HoroshevValera, будем признательны, если отправите нам на blogs@mts.ru информацию, как указано здесь: http://t.co/ETLqGM3mUP. ^ДП #МТС",494501560622540000
2249,NULL,1406733398,NULL,NULL,1,NULL,NULL,NULL,RT @grodno: МТС в Гродно подключает новые дома к Ethernet. Канал на 20 Мбит/с первый месяц бесплатно http://t.co/VEDg27r4v6,494501832316980000
2250,NULL,1406733581,NULL,NULL,NULL,0,NULL,NULL,"Ростелеком запускает новый канал ""История""",494502596091340000
2251,NULL,1406733732,NULL,NULL,-1,NULL,NULL,NULL,ТЕХ.АНАЛИЗ - МТС: Идут попытки сломать июльский нисходящий канал,494503230207180000
2252,NULL,1406733743,NULL,NULL,0,NULL,NULL,NULL,"@druxa_nnov, вопрос решен? Если нет, то, пожалуйста, отправьте нам эту информацию: http://t.co/ETLqGM3mUP. Постараемся помочь. ^ДП #МТС",494503278861120000
2253,NULL,1406734409,NULL,-1,NULL,NULL,NULL,NULL,"«МегаФон» не имеет права передавать персональные данные своих абонентов дочерней компании «МегаФон-Ритейл», подтвердил сегодня девятый арби",494506069671290000
2254,NULL,1406734613,NULL,NULL,1,NULL,NULL,NULL,"@ru_mts ой, большое спасибо, только вот весь город или область проверять придется..",494506925166710000
2255,NULL,1406734778,NULL,NULL,0,NULL,NULL,NULL,#МТС как сменить симку на новую? Есть подозрение что она померла?,494507617025530000
2256,-1,1406734798,NULL,NULL,NULL,NULL,NULL,NULL,Друзья!!! В салонах БилайН продают б/у Apple iPhone под видом новых!!!,494507703725610000
2257,NULL,1406734834,NULL,NULL,-1,NULL,NULL,NULL,образец решения по иску граждан к оао мтс о взыскании незаконно списанных денежных средств http://t.co/WPgYmjRV2E #о #к,494507851792910000
2258,NULL,1406735164,NULL,NULL,0,NULL,NULL,NULL,Настройки мтс для ipad http://t.co/nqlZHwdQmC,494509236458490000
2259,NULL,1406735196,NULL,-1,NULL,NULL,NULL,NULL,iPnone на Мегафоне пишет No Service. Уже полчаса не может сеть найти. Это у меня так или еще у кого?,494509373142880000
2260,NULL,1406735292,NULL,-1,NULL,NULL,NULL,NULL,http://t.co/d9ikWuNjXi «Мегафон» повысит цены на ряд тарифов #runews #новости #лето,494509773094540000
2261,NULL,1406735414,NULL,NULL,NULL,NULL,NULL,1,RT @numivisewujy: Tele2 расширяет границы международного роуминга,494510288423890000
2262,NULL,1406735546,NULL,NULL,1,NULL,NULL,NULL,"Оператор мобильной связи компания ""МТС Украина"" создала на своем сайте подраздел ""Связь на востоке Украины"", в котором будет размещаться оп",494510839400260000
2263,NULL,1406735712,NULL,NULL,0,NULL,NULL,0,"я настолько одинока,что смс на тел приходят только от мтс/теле2, Дашули, звонки от мамы
мне даже гулять не с кем",494511537202430000
2264,NULL,1406735979,NULL,NULL,0,NULL,NULL,NULL,Новая услуга от МТС для востока Украины,494512654887970000
2265,NULL,1406736013,NULL,0,NULL,NULL,NULL,NULL,Роутер МегаФон Space MR300-1,494512797695630000
2266,NULL,1406736165,NULL,NULL,1,NULL,NULL,NULL,МТС начала информировать граждан о работе сети на Востоке,494513436270010000
2267,NULL,1406736165,NULL,NULL,1,NULL,NULL,NULL,"Бумаги МТС уверенно растут второй день подряд, прибавляя во вторник и среду по 3% соответственно. Закрытие на текущих уровнях позволит гово",494513437033380000
2268,-1,1406736385,NULL,NULL,NULL,NULL,NULL,NULL,"За год юзания интернета ни разу весь трафик не сожрал, странно.
Когда сидел на Билайне, и было чуть больше, улетало на раз-два",494514359184670000
2269,NULL,1406736910,NULL,NULL,NULL,-1,NULL,NULL,Тв тормозит ужасно! Интернет тормозит! Тольятти #Ростелеком,494516559302630000
2270,NULL,1406737013,NULL,NULL,NULL,-1,NULL,NULL,"RT @serzhikoff: Ох уж этот #ростелеком неполадки устраняют неделями, а то и месяцами http://t.co/une8gdS7k3 #speedtest",494516991815070000
2271,0,1406737091,NULL,NULL,NULL,NULL,NULL,NULL,Сергей Румянцев займется розницей «Вымпелкома»,494517319746750000
2272,NULL,1406737262,NULL,NULL,NULL,-1,NULL,NULL,"Вы не поверите но это так! / В предыдущем посте я писал что поехал оао ростелеком отключать услугу интернет, т.. http://t.co/XUcUi9wFWl",494518039275390000
2273,NULL,1406738241,NULL,NULL,NULL,-1,NULL,NULL,20 рублей я потратила на Ростелеком чтобы моя наебали на 300,494522143217290000
2274,-1,1406738454,NULL,NULL,NULL,NULL,NULL,NULL,"@irakliona у меня дома всегда связь плохая, не говоря уже о лагере хд Билайн~ Связь есть, но 1-2 палочки хд",494523038244020000
2275,NULL,1406738508,NULL,NULL,-1,NULL,NULL,NULL,"50МБит Ежемесячная плата с четвертого месяца 550.

Охуели. Пора валить с мтс. Уже второе повышение цен.",494523262807070000
2276,1,1406738905,NULL,NULL,NULL,NULL,NULL,NULL,У #билайн появилась вторая серия смартфона за 490 рублей. Это хорошо:),494524930814670000
2277,NULL,1406739859,NULL,NULL,NULL,NULL,NULL,0,В сети Tele2 увеличилась доля смартфонов,494528930372940000
2278,0,1406739927,NULL,NULL,NULL,NULL,NULL,NULL,"@Pervushkin Билайн уже года два её осторожно прощупывает своими ""нулевыми зонами"".",494529216445420000
2279,0,1406740263,NULL,NULL,NULL,NULL,NULL,NULL,@Beeline_RUS отправила,494530622892030000
2280,NULL,1406740293,NULL,NULL,1,NULL,NULL,NULL,"Компания «Цифровое телерадиовещание» (ЦТВ), аффилированная с МТС, получила лицензию Роскомнадзора на право осуществлять спутниковое телевещ",494530751678140000
2281,0,1406740368,NULL,NULL,NULL,NULL,NULL,NULL,Нужно купить две симки билайн и мегу.,494531066531970000
2282,NULL,1406740526,NULL,NULL,0,NULL,NULL,NULL,Олимпийская чемпионка Алла Цупер взяла новую высоту с МТС http://t.co/2qf5mIsTYs  МТС... http://t.co/5vs2MfBZtJ,494531726211690000
2283,NULL,1406740600,NULL,NULL,NULL,NULL,NULL,1,Tele2 представляет удобный роуминг-калькулятор для планирования затрат на сотовую связь за границей,494532038360600000
2284,NULL,1406740774,NULL,-1,NULL,NULL,NULL,NULL,Мегафон опустился на дно. Ловит теперь в одном месте у окна;( интернет пропал вообще;(,494532769872360000
2285,NULL,1406742317,NULL,--,NULL,NULL,NULL,NULL,"МИД России призвал Вашингтон оставить ""мегафонную дипломатию"" http://t.co/S0tawkKPA2",494539238504140000
2286,NULL,1406742562,NULL,NULL,0,NULL,NULL,NULL,МТС поддерживает детскую киношколу в Приморье http://t.co/d7C2duVE7M,494540266796090000
2287,NULL,1406742616,NULL,0,NULL,NULL,NULL,NULL,мегафон тв скачать http://t.co/uhf7bvztgA,494540495838650000
2288,NULL,1406742965,NULL,--,NULL,NULL,NULL,NULL,"МИД России призвал Вашингтон оставить ""мегафонную дипломатию""",494541957507450000
